stock_id,date,持股分級,人數,持有股數,占集保庫存數比例
000218,2026-04-30,1,0,0,0.0
000218,2026-04-30,2,0,0,0.0
000218,2026-04-30,3,0,0,0.0
000218,2026-04-30,4,0,0,0.0
000218,2026-04-30,5,0,0,0.0
000218,2026-04-30,6,0,0,0.0
000218,2026-04-30,7,0,0,0.0
000218,2026-04-30,8,0,0,0.0
000218,2026-04-30,9,0,0,0.0
000218,2026-04-30,10,0,0,0.0
000218,2026-04-30,11,0,0,0.0
000218,2026-04-30,12,0,0,0.0
000218,2026-04-30,13,0,0,0.0
000218,2026-04-30,14,0,0,0.0
000218,2026-04-30,15,1,422278902,100.0
000218,2026-04-30,17,1,422278902,100.0
000560,2026-04-30,1,0,0,0.0
000560,2026-04-30,2,0,0,0.0
000560,2026-04-30,3,0,0,0.0
000560,2026-04-30,4,0,0,0.0
000560,2026-04-30,5,0,0,0.0
000560,2026-04-30,6,0,0,0.0
000560,2026-04-30,7,0,0,0.0
000560,2026-04-30,8,0,0,0.0
000560,2026-04-30,9,0,0,0.0
000560,2026-04-30,10,0,0,0.0
000560,2026-04-30,11,0,0,0.0
000560,2026-04-30,12,0,0,0.0
000560,2026-04-30,13,0,0,0.0
000560,2026-04-30,14,0,0,0.0
000560,2026-04-30,15,1,29700000,100.0
000560,2026-04-30,17,1,29700000,100.0
000708,2026-04-30,1,0,0,0.0
000708,2026-04-30,2,0,0,0.0
000708,2026-04-30,3,0,0,0.0
000708,2026-04-30,4,0,0,0.0
000708,2026-04-30,5,0,0,0.0
000708,2026-04-30,6,0,0,0.0
000708,2026-04-30,7,0,0,0.0
000708,2026-04-30,8,0,0,0.0
000708,2026-04-30,9,0,0,0.0
000708,2026-04-30,10,0,0,0.0
000708,2026-04-30,11,0,0,0.0
000708,2026-04-30,12,0,0,0.0
000708,2026-04-30,13,0,0,0.0
000708,2026-04-30,14,0,0,0.0
000708,2026-04-30,15,1,20200000,100.0
000708,2026-04-30,17,1,20200000,100.0
000779,2026-04-30,1,0,0,0.0
000779,2026-04-30,2,0,0,0.0
000779,2026-04-30,3,0,0,0.0
000779,2026-04-30,4,0,0,0.0
000779,2026-04-30,5,0,0,0.0
000779,2026-04-30,6,0,0,0.0
000779,2026-04-30,7,0,0,0.0
