stock_id,stock_name
6527,明達醫
6530,創威
6532,瑞耘
6535,順藥
6538,倉和
6542,隆中
6546,正基
6547,高端疫苗
6548,長科*
6556,勝品
6560,欣普羅
6561,是方
6568,宏觀
6569,醫揚
6570,維田
6574,霈方
6576,逸達
6577,勁豐
6578,達邦蛋白
6584,南俊國際
6588,東典光電
6590,普鴻
6593,台灣銘板
6596,寬宏藝術
6597,立誠
6603,富強鑫
6609,瀧澤科
6612,奈米醫材
6613,朋億*
6615,慧智
6616,特昇-KY
6617,共信-KY
6620,漢達
6624,萬年清
6629,泰金-KY
6637,醫影
6640,均華
6642,富致
6643,M31
6649,台生材
6651,全宇昕
6654,天正國際
6661,威健生技
6662,樂斯科
6664,群翊
6667,信紘科
6679,鈺太
6680,鑫創電子
6683,雍智科技
6684,安格
6690,安碁資訊
6692,進能服
6693,廣閎科
6697,東捷資訊
6703,軒郁
6708,天擎
6712,長聖
6716,應廣
6720,久昌
6721,信實
6725,矽科宏晟
6727,亞泰金屬
6728,上洋
6730,常廣
6732,昇佳電子
6733,博晟生醫
6735,美達科技
6739,竹陞科技
6741,91APP*-KY
6751,智聯服務
6752,叡揚
6761,穩得
6762,達亞
6763,綠界科技*
6767,台微醫
6785,昱展新藥
6788,華景電
6791,虎門科技
6803,崑鼎
6804,明係
6811,宏碁資訊
6821,聯寶
6823,濾能
6829,千附精密
6840,東研信超
6841,長佳智能
6843,進典
6844,諾貝兒
6846,綠茵
6855,數泓科
6856,鑫傳
6859,伯特光
6865,偉康科技
6870,騰雲
6872,浩宇生醫
6874,倍力
6875,國邑*
6877,鏵友益
6881,潤德
6884,海柏特
6894,衛司特
6895,宏碩系統
6899,創為精密
6903,巨漢
6904,伯鑫
6907,雅特力-KY
6910,德鴻
6913,鴻呈
6922,宸曜
6925,意藍
6929,佑全
6953,家碩
6961,旅天下
6967,汎瑋材料
6968,萬達寵物
6971,惠民實業
6982,大井泵浦
6996,力領科技
6997,博弘
7823,奧義賽博-KY創
6934,心誠鎂
4590,富田-創
1623,大東電
6722,輝創
7795,長廣
6921,嘉雨思-創
6272,驊陞
7769,鴻勁
6831,邁科
6614,資拓宏宇
7711,永擎
7786,東方風能
7730,暉盛-創
7791,皇家可口
7788,松川精密
4585,達明
7750,新代
7799,禾榮科
7610,聯友金屬-創
7780,大研生醫
4441,振大環球
7765,中華資安
3717,聯嘉投控
3135,凌航
7721,微程式
6589,台康生技
7740,熙特爾-創
7749,意騰-KY
6918,愛派司
6944,兆聯實業
6909,創控
6936,永鴻生技
7736,虎山
2248,華勝-KY
7631,聚賢研發-創
6887,寶綠特-KY
6965,中傑-KY
6994,富威電力
6931,青松健康
7732,金興精密
6885,全福生技
8045,達運光電
6955,邦睿生技-創
7722,LINEPAY
6924,榮惠-KY創
7705,三商餐飲
6962,ITH-KY
2646,星宇航空
6988,威力暘-創
6862,三集瑞-KY
6919,康霈*
6923,中台
6969,成信實業*-創
3716,中化控股
6958,日盛台駿
6838,台新藥
3150,鈺寶-創
6957,裕慶-KY
6951,青新-創
6952,大武山
6890,來億-KY
6794,向榮生技-創
6771,平和環保-創
6928,攸泰科技
6423,億而得-創
1563,巧新
4949,有成精密
6914,阜爾運通
3168,眾福科
8487,愛爾達-創
4771,望隼
6949,沛爾生醫-創
8162,微矽電子-創
4588,玖鼎電力
6446,藥華藥
2762,世界健身-KY
6906,現觀科
4736,泰博
6534,正瀚-創
6645,金萬林-創
6472,保瑞
6937,天虹
6742,澤米
6916,華凌
5292,華懋
2258,鴻華先進-創
6805,富世達
6933,AMAX-KY
6658,聯策
8476,台境
2254,巨鎧精密-創
6526,達發
6901,鑽石投資
6757,台灣虎航-創
4569,六方科-KY
6902,走著瞧-創
6657,華安
2432,倚天酷碁-創
6861,睿生光電
6606,建德工業
6863,永道-KY
2645,長榮航太
6869,雲豹能源-創
6753,龍德造船
6873,泓德能源-創
3447,展達
6782,視陽
6835,圓裕
6695,芯鼎
3652,精聯
6689,伊雲谷
6834,天二科技
6830,汎銓
3715,定穎投控
6854,錼創科技-KY創
6789,采鈺
6550,北極星藥業-KY
6796,晉弘
6585,鼎基
6799,來頡
4583,台灣精銳
6807,峰源-KY
8438,昶昕
5306,桂盟
1752,南光
5244,弘凱
6719,力智
3592,瑞鼎
6691,洋基工程
4770,上品
6792,詠業
6770,力積電
2945,三商家購
6806,森崴能源
5222,全訊
4440,宜新實業
6790,永豐實
2753,八方雲集
2250,IKKA-KY
3092,鴻碩
6768,志強-KY
2211,長榮鋼
6776,展碁國際
6426,統新
6781,AES-KY
6515,穎崴
6438,迅得
3714,富采
6756,威鋒電子
1597,直得
6743,安普新
3138,耀登
1342,八貫
2247,汎德永業
2241,艾姆勒
6754,匯僑設計
6598,ABC-KY
5546,永固-KY
3543,州巧
4581,光隆精密-KY
6706,惠特
1795,美時製藥
6715,嘉基
6592,和潤企業
4439,冠星-KY
6698,旭暉應材
6491,晶碩
4571,鈞興-KY
2233,宇隆
4572,駐龍
4576,大銀微系統
5283,禾聯碩
6672,騰輝電子-KY
3563,牧德
6669,緯穎
8462,柏文
4564,元翎
8104,錸寶科技
4967,十銓
1341,富林-KY
6670,復盛應用
6668,中揚光
6671,三能-KY
6558,興能高
6655,科定
4766,南寶
6674,鋐寶科技
6666,羅麗芬-KY
5876,上海商銀
4961,天鈺
3712,永崴
6641,基士德-KY
8367,建新國際
8482,商億-KY
4540,全球傳動
3530,晶相光
8028,昇陽半
4989,榮科
6288,聯嘉光電
3711,日月光投控
6416,瑞祺電通
1587,吉茂
8497,聯廣
2630,亞洲航空
6625,必應
4566,時碩工業
6581,鋼聯
1760,寶齡富錦
2939,凱羿-KY
4764,雙鍵
6591,動力-KY
8478,東哥遊艇
4155,訊映
8499,鼎炫-KY
6541,泰福-KY
6024,群益期
2243,宏旭-KY
6573,虹揚-KY
4739,康普材料
6579,研揚科技
4562,穎漢科技
4807,日成-KY
6582,申豐
4148,全宇生技-KY
4560,強信-KY
2897,王道銀行
6533,晶心科
5284,jpp-KY
8481,政伸
8480,泰昇-KY
6552,易華電
5258,虹堡
2636,台驊投控
3346,麗清
8488,吉源-KY
2748,雲品
4943,康控-KY
8442,威宏-KY
8466,美&#21894;-KY
2633,台灣高鐵
4438,廣越
2936,客思達-KY
1598,岱宇
8473,山林水
3708,上緯投控
4552,力達-KY
6477,安集
6531,愛普
2739,寒舍
3528,安馳
1776,展宇
6525,捷敏-KY
2069,運錩
1256,鮮活果汁-KY
2239,英利-KY
4545,銘鈺
8464,億豐
6464,台數科
3321,同泰
8467,波力-KY
4968,立積
4763,材料-KY
4555,氣立
4190,佐登-KY
4557,永新-KY
6443,元晶
4927,泰鼎-KY
4551,智伸科
3413,京鼎
6442,光聖
8463,潤泰材
4720,德淵
6456,GIS-KY
2236,百達-KY
4912,聯德控股-KY
6452,康友-KY
8341,日友
8222,寶一
6451,訊芯-KY
3416,融程電
6422,君耀-KY
3266,昇陽
1558,伸興
8454,富邦媒
6449,鈺邦
6431,光麗-KY
3661,世芯-KY
1592,英瑞-KY
5288,豐祥-KY
8443,阿瘦
2634,漢翔
3437,榮創
1568,倉佑
8150,南茂
6409,旭隼
6414,樺漢
5285,界霖
8996,高力
5519,隆大
1262,綠悅-KY
1340,勝悅-KY
2929,淘帝-KY
4994,傳奇
2115,六暉-KY
1783,和康生
5538,東明-KY
3338,泰碩
2642,宅配通
6415,矽力-KY
2712,遠雄來
5259,奕智博
6405,悅城
4755,三福化
4137,麗豐-KY
2228,劍麟
5243,乙盛-KY
4916,事欣科
4977,眾達-KY
1786,科妍
6412,群電
5280,F-敦泰
1817,凱撒衛
3167,大量
4536,拓凱
2731,雄獅
9946,三發地產
3706,神達投控
3682,亞太電
6177,達麗
4999,鑫禾
6504,南六
1626,艾美特-KY
3583,辛耘
5264,鎧勝-KY
8429,金麗-KY
1338,廣華-KY
5521,工信
2867,三商壽
5269,祥碩
2923,鼎固-KY
8114,振樺電
4976,佳凌
5225,東科-KY
4164,承業醫
9802,鈺齊-KY
4915,致伸
4722,國精化
5234,達興材料
5907,大洋-KY
3599,旺能
4142,國光生
1589,永冠-KY
4141,龍燈-KY
1339,昭輝
2722,夏都
2727,王品
4958,臻鼎-KY
5215,科嘉-KY
4426,利勤
5871,中租-KY
8427,基勝-KY
6183,關貿
8210,勤誠
5880,合庫金
3149,正達
6702,興航
8411,福貞-KY
4952,凌通
4956,光鋐
4960,奇美材
5906,台南-KY
5706,鳳凰
3679,新至陞
8422,可寧衛
3645,達邁
4144,康聯-KY
1789,神隆
3698,隆達
8011,台通
5007,三星
8199,廣鎵
4984,科納-KY
3669,圓展
1337,再生-KY
4934,太極
4935,茂林-KY
3454,晶睿
4942,嘉彰
8404,百和興業-KY
3694,海華
3665,貿聯-KY
3257,虹冠電
4746,台耀
3598,奕力
3705,永信
4733,上緯
6214,精誠
3432,台端
3312,弘憶股
2114,鑫永銓
8271,宇瞻
3697,F-晨星
4737,華廣
1762,中化生
1590,亞德客-KY
2637,慧洋-KY
2723,美食-KY
2231,為升
8215,明基材
3591,艾笛森
3550,聯穎
3673,TPK-KY
4919,新唐
6230,超眾
6278,台表科
3704,合勤控
3584,介面
3686,達能
4938,和碩
4930,燦星網
3638,F-IML
3703,欣陸
2597,潤弘
3164,景岳
3229,晟鈦
4133,亞諾法
8213,志超
3579,尚志
3617,碩天
6243,迅杰
8039,台虹
1582,信錦
8261,富鼎
6152,百一
3653,健策
3607,谷崧
8103,瀚荃
6224,聚鼎
3573,穎台
3588,通嘉
2049,上銀
3614,誠致
8940,新天地
3605,宏致
3622,洋華
6251,定穎
3593,力銘
3596,智易
1773,勝一
3576,新日光
8081,致新
6108,競國
2038,海光
8374,羅昇
2208,台船
3561,昇陽光電
3209,全科
6226,光鼎
3559,全智科
6164,華興
4108,懷特
3305,昇貿
2059,川湖
3080,威力盟
5533,皇鼎
3536,誠創
3534,雷凌
3308,聯德
9958,世紀鋼
3557,嘉威
3535,晶彩科
3519,綠能
1583,程泰
9955,佳龍
3419,譁裕
6213,聯茂
6153,嘉聯益
6205,詮欣
6283,淳安
8021,尖點
4306,炎洲
8070,長華
4104,佳醫
3376,新日興
3090,日電貿
3296,勝德
8112,至上
6215,和椿
3494,誠研
3383,新世紀
3533,嘉澤
3532,台勝科
5388,中磊
8131,福懋科
8163,達方
3518,柏騰
6271,同欣電
2062,橋椿
3515,華擎
3514,昱晶
8110,華東
8201,無敵
6191,精成科
4725,信昌化
3501,維熹
5522,遠雄
3094,聯傑
3545,敦泰
8033,雷虎
6176,瑞儀
3504,揚明光
8105,凌巨
3443,創意
6255,奈普
3315,宣昶
3481,群創
6120,輔祥
6155,鈞寶
3450,聯鈞
8046,南電
3474,華亞科
3130,一零四
3406,玉晶光
6281,全國電
6005,群益證
3702,大聯大
3367,英華達
4904,遠傳
8072,陞泰
8249,菱光
3356,奇偶
6184,大豐電
1560,中砂
5531,鄉林
3271,其樂達
6280,崇貿
2227,裕日車
3380,明泰
5607,遠雄港
5525,順天
3214,元砷
5854,合庫
6166,凌華
6197,佳必琪
4106,雃博
6239,力成
6209,今國光
8008,建興電
3189,景碩
6131,悠克
6216,居易
6192,巨路
6201,亞弘電
6202,盛群
5203,訊連
6225,天瀚
4414,如興
6116,彩晶
3701,大眾控
6235,華孚
6206,飛捷
3142,遠茂
6004,元京證
6115,鎰勝
5305,敦南
8101,華冠
6172,互億
6189,豐藝
6196,帆宣
5534,長虹
6605,帝寶
3311,閎暉
4119,旭富
6505,台塑化
8016,矽創
8078,華寶
1737,臺鹽
6277,宏正
6141,柏承
6286,立錡
5515,建國
6269,台郡
6285,啟碁
4526,東台
6282,康舒
3063,飛信
6289,華上
6117,迎廣
5608,四維航
5434,崇越
6012,金鼎證
6132,銳普
8926,台汽電
5484,慧友
6168,宏齊
6136,富爾特
5471,松翰
6145,勁永
5469,瀚宇博
6133,金橋
6139,亞翔
6257,矽格
3231,緯創
6119,大傳
4532,瑞智
6112,聚碩
6165,捷泰
6142,友勁
3062,建漢
4906,正文
6128,上福
3060,銘異
3061,璨圓
1541,錩泰
3056,總太
1477,聚陽
1736,喬山
2892,第一金
3059,華晶科
3016,嘉晶
3057,喬鼎
3055,蔚華科
3058,立德
3054,立萬利
3030,德律
1539,巨庭
3050,鈺德
3014,聯陽
3051,力特
3015,全漢
3048,益登
3049,和鑫
3017,奇鋐
2855,統一證
2856,元富證
2854,寶來證
3013,晟銘電
3012,廣輝
3047,訊舟
3043,科風
3044,健鼎
3045,台灣大
3046,建碁
3029,零壹
3031,佰鴻
3032,偉訓
3033,威健
3034,聯詠
3035,智原
9944,新麗
3036,文曄
3037,欣興
3038,全台
3039,宏傳
3040,遠見
3041,揚智
1540,喬福
3042,晶技
3028,增你強
1735,日勝化
1538,正峰新
1734,杏輝
3026,禾伸堂
3027,盛達
3023,信邦
3024,憶聲
3025,星通
2548,華固
9943,好樂迪
3021,鴻名
3022,威達電
3020,奇普仕
3018,同開
3019,亞光
3009,奇美
3011,今皓
3010,華立
2891,中信金
2890,建華金
3007,綠點
2498,宏達電
2889,國票金
2495,普安
3008,大立光
2496,卓越
3006,晶豪科
3005,神基
3004,豐達科
2499,東貝
3003,健和興
2888,新光金
2887,台新金
2497,怡利電
2885,復華金
2886,交銀金
9942,茂順
2884,玉山金
2455,全新
2493,揚博
3002,歐格
1537,廣隆
3001,協和
2494,突破
2882,國泰金
2883,開發金
2880,華南金
2881,富邦金
2456,奇力新
2487,友立資
2488,漢平
2489,瑞軒
2490,皇統
2491,訊碟
2618,長榮航
2492,華新科
2469,力信
9941,裕融
1536,和大
1732,毛寶
2470,品佳
1733,五鼎
2471,資通
2472,立隆電
2473,思源
2474,可成
2475,華映
2476,鉅祥
2477,美隆電
2478,大毅
2479,和立
2480,敦陽科
2481,強茂
2482,連宇
2483,百容
2484,希華
2485,兆赫
2486,一詮
1535,中宇
2466,冠西電
2467,志聖
1534,新企
2468,華經
2463,研揚
1730,花仙子
9940,信義
1731,美吾華
2464,盟立
2465,麗臺
1236,宏亞
2462,良得電
2459,敦吉
2460,建通
2461,光群雷
2034,允強
2458,義隆
2457,飛宏
2454,聯發科
2446,全懋
2452,乾坤
2448,晶電
2450,神腦
2453,凌群
2449,京元電子
2451,創見
1476,儒鴻
2447,鼎新
1533,車王電
2445,南方
1729,必翔
9939,宏全
9938,百和
2443,利碟
